,date,deceased,dec_smooth
4343,2021-11-22,76,2384.0
4344,2021-11-23,89,2393.0
4345,2021-11-24,65,2400.0
4346,2021-11-25,77,2407.0
4347,2021-11-26,83,2422.0
4348,2021-11-27,80,2443.0
4349,2021-11-28,84,2468.0
4350,2021-11-29,86,2480.0
4351,2021-11-30,93,2486.0
4352,2021-12-01,93,2506.0
4353,2021-12-02,95,2509.0
4354,2021-12-03,82,2522.0
4355,2021-12-04,77,2513.0
4356,2021-12-05,85,2513.0
4357,2021-12-06,90,2525.0
4358,2021-12-07,82,2534.0
4359,2021-12-08,66,2505.0
4360,2021-12-09,83,2501.0
4361,2021-12-10,84,2501.0
4362,2021-12-11,66,2494.0
4363,2021-12-12,69,2475.0
4364,2021-12-13,79,2469.0
4365,2021-12-14,72,2460.0
4366,2021-12-15,71,2465.0
4367,2021-12-16,73,2457.0
4368,2021-12-17,75,2442.0
4369,2021-12-18,77,2434.0
4370,2021-12-19,63,2414.0
4371,2021-12-20,78,2385.0
4372,2021-12-21,58,2351.0
4373,2021-12-22,73,2348.0
4374,2021-12-23,75,2334.0
4375,2021-12-24,59,2328.0
4376,2021-12-25,72,2323.0
4377,2021-12-26,74,2314.0
4378,2021-12-27,77,2311.0
4379,2021-12-28,92,2319.0
4380,2021-12-29,63,2296.0
4381,2021-12-30,81,2284.0
4382,2021-12-31,67,2258.0
4383,2022-01-01,61,2224.0
4384,2022-01-02,59,2201.0
4385,2022-01-03,72,2196.0
4386,2022-01-04,64,2175.0
4387,2022-01-05,75,2160.0
4388,2022-01-06,64,2142.0
4389,2022-01-07,75,2151.0
4390,2022-01-08,76,2144.0
4391,2022-01-09,65,2125.0
4392,2022-01-10,68,2127.0
4393,2022-01-11,70,2128.0
4394,2022-01-12,58,2107.0
4395,2022-01-13,73,2108.0
4396,2022-01-14,85,2122.0
4397,2022-01-15,69,2118.0
4398,2022-01-16,82,2125.0
4399,2022-01-17,60,2108.0
4400,2022-01-18,66,2111.0
4401,2022-01-19,61,2094.0
4402,2022-01-20,63,2099.0
4403,2022-01-21,71,2097.0
4404,2022-01-22,85,2107.0
4405,2022-01-23,64,2112.0
4406,2022-01-24,81,2121.0
4407,2022-01-25,80,2127.0
4408,2022-01-26,65,2115.0
4409,2022-01-27,63,2086.0
4410,2022-01-28,61,2084.0
4411,2022-01-29,63,2066.0
4412,2022-01-30,77,2076.0
4413,2022-01-31,88,2103.0
4414,2022-02-01,92,2136.0
4415,2022-02-02,92,2156.0
4416,2022-02-03,79,2171.0
4417,2022-02-04,88,2184.0
4418,2022-02-05,77,2197.0
4419,2022-02-06,80,2202.0
4420,2022-02-07,79,2205.0
4421,2022-02-08,74,2214.0
4422,2022-02-09,74,2220.0
4423,2022-02-10,84,2234.0
4424,2022-02-11,91,2267.0
4425,2022-02-12,59,2253.0
4426,2022-02-13,87,2255.0
4427,2022-02-14,87,2273.0
4428,2022-02-15,92,2283.0
4429,2022-02-16,78,2301.0
4430,2022-02-17,79,2314.0
4431,2022-02-18,78,2331.0
4432,2022-02-19,78,2346.0
4433,2022-02-20,75,2350.0
4434,2022-02-21,79,2344.0
4435,2022-02-22,65,2345.0
4436,2022-02-23,60,2324.0
4437,2022-02-24,67,2311.0
4438,2022-02-25,66,2312.0
4439,2022-02-26,62,2311.0
4440,2022-02-27,66,2316.0
4441,2022-02-28,60,2313.0
4442,2022-03-01,65,2301.0
4443,2022-03-02,66,2279.0
4444,2022-03-03,70,2257.0
4445,2022-03-04,83,2248.0
4446,2022-03-05,81,2250.0
4447,2022-03-06,52,2214.0
