,date,deceased,dec_smooth
3521,2019-08-23,53,1658.0
3522,2019-08-24,70,1666.0
3523,2019-08-25,49,1646.0
3524,2019-08-26,52,1636.0
3525,2019-08-27,49,1634.0
3526,2019-08-28,50,1621.0
3527,2019-08-29,67,1639.0
3528,2019-08-30,35,1628.0
3529,2019-08-31,52,1614.0
3530,2019-09-01,51,1609.0
3531,2019-09-02,55,1609.0
3532,2019-09-03,46,1608.0
3533,2019-09-04,42,1589.0
3534,2019-09-05,64,1593.0
3535,2019-09-06,54,1596.0
3536,2019-09-07,47,1597.0
3537,2019-09-08,43,1585.0
3538,2019-09-09,56,1580.0
3539,2019-09-10,66,1591.0
3540,2019-09-11,50,1579.0
3541,2019-09-12,56,1579.0
3542,2019-09-13,66,1592.0
3543,2019-09-14,58,1598.0
3544,2019-09-15,49,1593.0
3545,2019-09-16,57,1601.0
3546,2019-09-17,29,1590.0
3547,2019-09-18,55,1575.0
3548,2019-09-19,50,1577.0
3549,2019-09-20,52,1570.0
3550,2019-09-21,53,1576.0
3551,2019-09-22,60,1583.0
3552,2019-09-23,58,1571.0
3553,2019-09-24,51,1573.0
3554,2019-09-25,67,1588.0
3555,2019-09-26,40,1579.0
3556,2019-09-27,58,1587.0
3557,2019-09-28,51,1571.0
3558,2019-09-29,61,1597.0
3559,2019-09-30,59,1604.0
3560,2019-10-01,46,1599.0
3561,2019-10-02,57,1601.0
3562,2019-10-03,51,1606.0
3563,2019-10-04,58,1622.0
3564,2019-10-05,62,1620.0
3565,2019-10-06,62,1628.0
3566,2019-10-07,63,1644.0
3567,2019-10-08,57,1658.0
3568,2019-10-09,54,1656.0
3569,2019-10-10,56,1646.0
3570,2019-10-11,55,1651.0
3571,2019-10-12,50,1645.0
3572,2019-10-13,56,1635.0
3573,2019-10-14,63,1640.0
3574,2019-10-15,55,1646.0
3575,2019-10-16,64,1653.0
3576,2019-10-17,57,1681.0
3577,2019-10-18,54,1680.0
3578,2019-10-19,50,1680.0
3579,2019-10-20,54,1682.0
3580,2019-10-21,55,1684.0
3581,2019-10-22,53,1677.0
3582,2019-10-23,63,1682.0
3583,2019-10-24,61,1692.0
3584,2019-10-25,56,1681.0
3585,2019-10-26,48,1689.0
3586,2019-10-27,47,1678.0
3587,2019-10-28,40,1667.0
3588,2019-10-29,46,1652.0
3589,2019-10-30,54,1647.0
3590,2019-10-31,37,1638.0
3591,2019-11-01,54,1635.0
3592,2019-11-02,54,1638.0
3593,2019-11-03,61,1641.0
3594,2019-11-04,61,1640.0
3595,2019-11-05,65,1643.0
3596,2019-11-06,57,1637.0
3597,2019-11-07,59,1639.0
3598,2019-11-08,61,1646.0
3599,2019-11-09,49,1639.0
3600,2019-11-10,51,1635.0
3601,2019-11-11,69,1654.0
3602,2019-11-12,61,1659.0
3603,2019-11-13,62,1658.0
3604,2019-11-14,48,1651.0
3605,2019-11-15,63,1650.0
3606,2019-11-16,58,1651.0
3607,2019-11-17,56,1653.0
3608,2019-11-18,43,1646.0
3609,2019-11-19,53,1645.0
3610,2019-11-20,59,1649.0
3611,2019-11-21,56,1652.0
3612,2019-11-22,61,1650.0
3613,2019-11-23,49,1638.0
3614,2019-11-24,58,1640.0
3615,2019-11-25,60,1652.0
3616,2019-11-26,54,1659.0
3617,2019-11-27,60,1679.0
3618,2019-11-28,44,1677.0
3619,2019-11-29,50,1673.0
3620,2019-11-30,48,1684.0
3621,2019-12-01,59,1689.0
3622,2019-12-02,76,1711.0
3623,2019-12-03,59,1709.0
3624,2019-12-04,57,1705.0
3625,2019-12-05,65,1705.0
3626,2019-12-06,72,1720.0
3627,2019-12-07,62,1723.0
3628,2019-12-08,60,1722.0
3629,2019-12-09,55,1728.0
3630,2019-12-10,62,1739.0
3631,2019-12-11,61,1731.0
3632,2019-12-12,61,1731.0
3633,2019-12-13,70,1739.0
3634,2019-12-14,71,1762.0
3635,2019-12-15,78,1777.0
3636,2019-12-16,66,1785.0
3637,2019-12-17,73,1802.0
3638,2019-12-18,53,1812.0
3639,2019-12-19,62,1821.0
3640,2019-12-20,58,1820.0
3641,2019-12-21,66,1830.0
3642,2019-12-22,69,1838.0
3643,2019-12-23,60,1849.0
3644,2019-12-24,61,1852.0
3645,2019-12-25,49,1841.0
3646,2019-12-26,72,1859.0
3647,2019-12-27,66,1865.0
3648,2019-12-28,45,1866.0
3649,2019-12-29,60,1876.0
3650,2019-12-30,55,1883.0
3651,2019-12-31,52,1876.0
3652,2020-01-01,69,1869.0
3653,2020-01-02,76,1886.0
3654,2020-01-03,67,1896.0
3655,2020-01-04,56,1887.0
3656,2020-01-05,64,1879.0
3657,2020-01-06,82,1899.0
3658,2020-01-07,57,1896.0
3659,2020-01-08,72,1913.0
3660,2020-01-09,60,1911.0
3661,2020-01-10,66,1916.0
3662,2020-01-11,55,1910.0
3663,2020-01-12,59,1899.0
3664,2020-01-13,56,1884.0
3665,2020-01-14,66,1872.0
3666,2020-01-15,51,1857.0
3667,2020-01-16,81,1865.0
3668,2020-01-17,77,1889.0
3669,2020-01-18,51,1878.0
3670,2020-01-19,62,1882.0
3671,2020-01-20,68,1884.0
3672,2020-01-21,61,1876.0
3673,2020-01-22,72,1888.0
3674,2020-01-23,75,1902.0
3675,2020-01-24,75,1928.0
3676,2020-01-25,65,1921.0
3677,2020-01-26,61,1916.0
3678,2020-01-27,68,1939.0
3679,2020-01-28,73,1952.0
3680,2020-01-29,73,1970.0
3681,2020-01-30,77,1995.0
3682,2020-01-31,63,1989.0
3683,2020-02-01,60,1973.0
3684,2020-02-02,77,1983.0
3685,2020-02-03,72,1999.0
3686,2020-02-04,63,1998.0
3687,2020-02-05,65,1981.0
3688,2020-02-06,78,2002.0
3689,2020-02-07,58,1988.0
3690,2020-02-08,72,2000.0
3691,2020-02-09,59,1993.0
3692,2020-02-10,75,2013.0
3693,2020-02-11,90,2044.0
3694,2020-02-12,75,2063.0
3695,2020-02-13,62,2059.0
3696,2020-02-14,66,2074.0
3697,2020-02-15,76,2069.0
3698,2020-02-16,71,2063.0
3699,2020-02-17,79,2091.0
3700,2020-02-18,71,2100.0
3701,2020-02-19,67,2099.0
3702,2020-02-20,55,2093.0
3703,2020-02-21,61,2082.0
3704,2020-02-22,66,2073.0
3705,2020-02-23,56,2054.0
3706,2020-02-24,61,2050.0
3707,2020-02-25,73,2062.0
3708,2020-02-26,71,2065.0
3709,2020-02-27,56,2048.0
3710,2020-02-28,66,2041.0
3711,2020-02-29,58,2022.0
3712,2020-03-01,61,2020.0
3713,2020-03-02,73,2033.0
3714,2020-03-03,55,2011.0
3715,2020-03-04,60,1999.0
3716,2020-03-05,67,2003.0
3717,2020-03-06,54,1992.0
3718,2020-03-07,60,1974.0
3719,2020-03-08,68,1984.0
3720,2020-03-09,54,1966.0
3721,2020-03-10,58,1965.0
3722,2020-03-11,66,1956.0
3723,2020-03-12,70,1936.0
3724,2020-03-13,75,1936.0
3725,2020-03-14,68,1942.0
3726,2020-03-15,69,1945.0
3727,2020-03-16,52,1921.0
3728,2020-03-17,75,1925.0
3729,2020-03-18,68,1914.0
3730,2020-03-19,64,1907.0
3731,2020-03-20,75,1915.0
3732,2020-03-21,63,1923.0
3733,2020-03-22,67,1929.0
3734,2020-03-23,36,1899.0
3735,2020-03-24,67,1910.0
3736,2020-03-25,58,1907.0
3737,2020-03-26,57,1891.0
3738,2020-03-27,71,1891.0
3739,2020-03-28,74,1909.0
3740,2020-03-29,52,1895.0
3741,2020-03-30,60,1897.0
3742,2020-03-31,53,1889.0
3743,2020-04-01,56,1872.0
3744,2020-04-02,64,1881.0
3745,2020-04-03,55,1876.0
3746,2020-04-04,53,1862.0
3747,2020-04-05,56,1864.0
3748,2020-04-06,68,1872.0
3749,2020-04-07,50,1854.0
3750,2020-04-08,56,1856.0
3751,2020-04-09,68,1866.0
3752,2020-04-10,77,1877.0
3753,2020-04-11,68,1875.0
3754,2020-04-12,52,1852.0
3755,2020-04-13,67,1851.0
3756,2020-04-14,65,1847.0
3757,2020-04-15,58,1853.0
3758,2020-04-16,64,1842.0
3759,2020-04-17,58,1832.0
3760,2020-04-18,72,1840.0
3761,2020-04-19,67,1832.0
3762,2020-04-20,75,1844.0
3763,2020-04-21,63,1840.0
3764,2020-04-22,53,1857.0
3765,2020-04-23,51,1841.0
3766,2020-04-24,57,1840.0
3767,2020-04-25,54,1837.0
3768,2020-04-26,55,1821.0
3769,2020-04-27,59,1806.0
3770,2020-04-28,71,1825.0
3771,2020-04-29,53,1818.0
3772,2020-04-30,56,1821.0
3773,2020-05-01,46,1811.0
3774,2020-05-02,50,1797.0
3775,2020-05-03,43,1785.0
3776,2020-05-04,54,1786.0
3777,2020-05-05,53,1783.0
3778,2020-05-06,51,1766.0
3779,2020-05-07,49,1765.0
3780,2020-05-08,70,1779.0
3781,2020-05-09,60,1771.0
3782,2020-05-10,53,1747.0
3783,2020-05-11,61,1740.0
3784,2020-05-12,64,1752.0
3785,2020-05-13,50,1735.0
3786,2020-05-14,55,1725.0
3787,2020-05-15,40,1707.0
3788,2020-05-16,52,1695.0
3789,2020-05-17,51,1688.0
3790,2020-05-18,57,1673.0
3791,2020-05-19,56,1662.0
3792,2020-05-20,53,1640.0
3793,2020-05-21,70,1647.0
3794,2020-05-22,53,1647.0
3795,2020-05-23,54,1650.0
3796,2020-05-24,75,1668.0
3797,2020-05-25,57,1671.0
3798,2020-05-26,44,1660.0
3799,2020-05-27,43,1644.0
3800,2020-05-28,43,1616.0
3801,2020-05-29,54,1617.0
3802,2020-05-30,52,1613.0
3803,2020-05-31,45,1612.0
3804,2020-06-01,51,1613.0
3805,2020-06-02,50,1620.0
3806,2020-06-03,57,1623.0
3807,2020-06-04,54,1624.0
3808,2020-06-05,55,1628.0
3809,2020-06-06,50,1629.0
3810,2020-06-07,45,1604.0
3811,2020-06-08,65,1609.0
3812,2020-06-09,63,1619.0
3813,2020-06-10,55,1613.0
3814,2020-06-11,42,1591.0
3815,2020-06-12,53,1594.0
3816,2020-06-13,46,1585.0
3817,2020-06-14,64,1609.0
3818,2020-06-15,52,1609.0
3819,2020-06-16,52,1610.0
3820,2020-06-17,58,1611.0
3821,2020-06-18,54,1609.0
3822,2020-06-19,54,1610.0
3823,2020-06-20,49,1589.0
3824,2020-06-21,69,1605.0
3825,2020-06-22,53,1604.0
3826,2020-06-23,86,1615.0
3827,2020-06-24,60,1618.0
3828,2020-06-25,58,1632.0
3829,2020-06-26,59,1648.0
3830,2020-06-27,45,1650.0
3831,2020-06-28,60,1656.0
3832,2020-06-29,65,1669.0
3833,2020-06-30,51,1675.0
3834,2020-07-01,45,1669.0
3835,2020-07-02,62,1681.0
3836,2020-07-03,59,1683.0
3837,2020-07-04,45,1674.0
3838,2020-07-05,50,1669.0
3839,2020-07-06,54,1673.0
3840,2020-07-07,42,1670.0
3841,2020-07-08,47,1652.0
3842,2020-07-09,44,1633.0
3843,2020-07-10,53,1631.0
3844,2020-07-11,56,1645.0
3845,2020-07-12,41,1633.0
3846,2020-07-13,53,1640.0
3847,2020-07-14,54,1630.0
3848,2020-07-15,49,1627.0
3849,2020-07-16,56,1631.0
3850,2020-07-17,48,1621.0
3851,2020-07-18,43,1610.0
3852,2020-07-19,56,1612.0
3853,2020-07-20,57,1620.0
3854,2020-07-21,65,1616.0
3855,2020-07-22,53,1616.0
3856,2020-07-23,59,1589.0
3857,2020-07-24,50,1579.0
3858,2020-07-25,49,1570.0
3859,2020-07-26,50,1561.0
3860,2020-07-27,61,1577.0
3861,2020-07-28,70,1587.0
3862,2020-07-29,54,1576.0
3863,2020-07-30,43,1568.0
3864,2020-07-31,63,1586.0
3865,2020-08-01,65,1589.0
3866,2020-08-02,52,1582.0
3867,2020-08-03,66,1603.0
3868,2020-08-04,44,1597.0
3869,2020-08-05,54,1597.0
3870,2020-08-06,41,1596.0
3871,2020-08-07,66,1615.0
3872,2020-08-08,54,1625.0
3873,2020-08-09,63,1635.0
3874,2020-08-10,48,1627.0
3875,2020-08-11,63,1649.0
3876,2020-08-12,63,1659.0
3877,2020-08-13,60,1665.0
3878,2020-08-14,54,1670.0
3879,2020-08-15,65,1679.0
3880,2020-08-16,51,1682.0
3881,2020-08-17,51,1690.0
3882,2020-08-18,57,1691.0
3883,2020-08-19,45,1679.0
3884,2020-08-20,54,1668.0
3885,2020-08-21,54,1669.0
3886,2020-08-22,54,1664.0
3887,2020-08-23,54,1668.0
3888,2020-08-24,39,1658.0
3889,2020-08-25,45,1653.0
3890,2020-08-26,67,1659.0
3891,2020-08-27,59,1648.0
3892,2020-08-28,45,1639.0
3893,2020-08-29,50,1646.0
3894,2020-08-30,49,1632.0
3895,2020-08-31,58,1625.0
3896,2020-09-01,53,1626.0
3897,2020-09-02,43,1603.0
3898,2020-09-03,58,1617.0
3899,2020-09-04,50,1613.0
3900,2020-09-05,71,1643.0
3901,2020-09-06,65,1642.0
3902,2020-09-07,61,1649.0
3903,2020-09-08,52,1638.0
3904,2020-09-09,47,1637.0
3905,2020-09-10,48,1622.0
3906,2020-09-11,56,1615.0
3907,2020-09-12,76,1631.0
3908,2020-09-13,63,1640.0
3909,2020-09-14,66,1641.0
3910,2020-09-15,62,1652.0
3911,2020-09-16,62,1663.0
3912,2020-09-17,62,1668.0
3913,2020-09-18,64,1687.0
3914,2020-09-19,61,1694.0
3915,2020-09-20,54,1694.0
3916,2020-09-21,49,1689.0
3917,2020-09-22,54,1689.0
3918,2020-09-23,64,1714.0
3919,2020-09-24,48,1717.0
3920,2020-09-25,59,1709.0
3921,2020-09-26,61,1711.0
3922,2020-09-27,35,1701.0
3923,2020-09-28,68,1719.0
3924,2020-09-29,62,1732.0
3925,2020-09-30,69,1743.0
3926,2020-10-01,65,1755.0
3927,2020-10-02,51,1763.0
3928,2020-10-03,51,1756.0
3929,2020-10-04,63,1769.0
3930,2020-10-05,69,1767.0
3931,2020-10-06,57,1759.0
3932,2020-10-07,56,1754.0
3933,2020-10-08,61,1763.0
3934,2020-10-09,73,1789.0
3935,2020-10-10,49,1790.0
3936,2020-10-11,63,1797.0
3937,2020-10-12,68,1789.0
3938,2020-10-13,53,1779.0
3939,2020-10-14,74,1787.0
3940,2020-10-15,68,1793.0
3941,2020-10-16,70,1801.0
3942,2020-10-17,66,1805.0
3943,2020-10-18,60,1801.0
3944,2020-10-19,77,1817.0
3945,2020-10-20,77,1840.0
3946,2020-10-21,62,1853.0
3947,2020-10-22,74,1873.0
3948,2020-10-23,93,1902.0
3949,2020-10-24,71,1925.0
3950,2020-10-25,86,1952.0
3951,2020-10-26,72,1963.0
3952,2020-10-27,73,2001.0
3953,2020-10-28,88,2021.0
3954,2020-10-29,88,2047.0
3955,2020-10-30,97,2075.0
3956,2020-10-31,99,2109.0
3957,2020-11-01,98,2156.0
3958,2020-11-02,106,2211.0
3959,2020-11-03,92,2240.0
3960,2020-11-04,88,2259.0
3961,2020-11-05,78,2280.0
3962,2020-11-06,105,2329.0
3963,2020-11-07,87,2355.0
3964,2020-11-08,97,2379.0
3965,2020-11-09,100,2430.0
3966,2020-11-10,112,2479.0
3967,2020-11-11,104,2515.0
3968,2020-11-12,121,2583.0
3969,2020-11-13,113,2622.0
3970,2020-11-14,100,2654.0
3971,2020-11-15,114,2698.0
3972,2020-11-16,104,2736.0
3973,2020-11-17,116,2792.0
3974,2020-11-18,95,2810.0
3975,2020-11-19,113,2846.0
3976,2020-11-20,108,2892.0
3977,2020-11-21,100,2918.0
3978,2020-11-22,119,2944.0
3979,2020-11-23,126,2999.0
3980,2020-11-24,116,3029.0
3981,2020-11-25,113,3070.0
3982,2020-11-26,129,3126.0
3983,2020-11-27,101,3139.0
3984,2020-11-28,111,3162.0
3985,2020-11-29,122,3187.0
3986,2020-11-30,126,3214.0
3987,2020-12-01,124,3240.0
3988,2020-12-02,99,3233.0
3989,2020-12-03,132,3273.0
3990,2020-12-04,109,3294.0
3991,2020-12-05,105,3321.0
3992,2020-12-06,134,3350.0
3993,2020-12-07,123,3386.0
3994,2020-12-08,105,3394.0
3995,2020-12-09,116,3410.0
3996,2020-12-10,118,3416.0
3997,2020-12-11,109,3421.0
3998,2020-12-12,106,3406.0
3999,2020-12-13,121,3414.0
4000,2020-12-14,105,3419.0
4001,2020-12-15,118,3423.0
4002,2020-12-16,116,3435.0
4003,2020-12-17,108,3427.0
4004,2020-12-18,96,3428.0
4005,2020-12-19,115,3430.0
4006,2020-12-20,88,3410.0
4007,2020-12-21,105,3415.0
4008,2020-12-22,98,3394.0
4009,2020-12-23,89,3357.0
4010,2020-12-24,101,3342.0
4011,2020-12-25,99,3328.0
4012,2020-12-26,94,3293.0
4013,2020-12-27,121,3313.0
4014,2020-12-28,105,3307.0
4015,2020-12-29,81,3266.0
4016,2020-12-30,84,3224.0
4017,2020-12-31,110,3210.0
4018,2021-01-01,118,3229.0
4019,2021-01-02,99,3196.0
4020,2021-01-03,86,3173.0
4021,2021-01-04,104,3172.0
4022,2021-01-05,88,3126.0
4023,2021-01-06,90,3093.0
4024,2021-01-07,87,3075.0
4025,2021-01-08,88,3047.0
4026,2021-01-09,94,3023.0
4027,2021-01-10,80,2994.0
4028,2021-01-11,100,2988.0
4029,2021-01-12,82,2949.0
4030,2021-01-13,86,2930.0
4031,2021-01-14,81,2893.0
4032,2021-01-15,80,2857.0
4033,2021-01-16,93,2842.0
4034,2021-01-17,113,2859.0
4035,2021-01-18,98,2842.0
4036,2021-01-19,77,2831.0
4037,2021-01-20,100,2826.0
4038,2021-01-21,82,2810.0
4039,2021-01-22,81,2802.0
4040,2021-01-23,96,2797.0
4041,2021-01-24,75,2773.0
4042,2021-01-25,90,2769.0
4043,2021-01-26,78,2726.0
4044,2021-01-27,71,2692.0
4045,2021-01-28,87,2698.0
4046,2021-01-29,75,2689.0
4047,2021-01-30,76,2655.0
4048,2021-01-31,77,2614.0
4049,2021-02-01,75,2590.0
4050,2021-02-02,89,2593.0
4051,2021-02-03,90,2579.0
4052,2021-02-04,68,2559.0
4053,2021-02-05,68,2537.0
4054,2021-02-06,79,2529.0
4055,2021-02-07,72,2513.0
4056,2021-02-08,67,2486.0
4057,2021-02-09,61,2467.0
4058,2021-02-10,55,2422.0
4059,2021-02-11,62,2402.0
4060,2021-02-12,80,2396.0
4061,2021-02-13,70,2385.0
4062,2021-02-14,65,2370.0
4063,2021-02-15,63,2340.0
4064,2021-02-16,49,2276.0
4065,2021-02-17,72,2250.0
4066,2021-02-18,64,2237.0
4067,2021-02-19,73,2210.0
4068,2021-02-20,75,2203.0
4069,2021-02-21,51,2173.0
4070,2021-02-22,91,2168.0
4071,2021-02-23,69,2162.0
4072,2021-02-24,60,2132.0
4073,2021-02-25,71,2125.0
4074,2021-02-26,64,2118.0
4075,2021-02-27,68,2099.0
4076,2021-02-28,68,2092.0
4077,2021-03-01,59,2075.0
4078,2021-03-02,63,2061.0
4079,2021-03-03,58,2044.0
4080,2021-03-04,70,2025.0
4081,2021-03-05,71,2006.0
4082,2021-03-06,59,1997.0
4083,2021-03-07,79,2008.0
4084,2021-03-08,67,1996.0
4085,2021-03-09,59,1983.0
4086,2021-03-10,71,1987.0
4087,2021-03-11,71,1997.0
4088,2021-03-12,59,2001.0
4089,2021-03-13,68,2007.0
4090,2021-03-14,62,1989.0
4091,2021-03-15,57,1976.0
4092,2021-03-16,72,1983.0
4093,2021-03-17,59,1979.0
4094,2021-03-18,72,2002.0
4095,2021-03-19,66,1996.0
4096,2021-03-20,66,1998.0
4097,2021-03-21,64,1989.0
4098,2021-03-22,74,1988.0
4099,2021-03-23,56,1993.0
4100,2021-03-24,74,1976.0
4101,2021-03-25,60,1967.0
4102,2021-03-26,58,1965.0
4103,2021-03-27,60,1954.0
4104,2021-03-28,52,1942.0
4105,2021-03-29,69,1943.0
4106,2021-03-30,54,1929.0
4107,2021-03-31,74,1944.0
4108,2021-04-01,74,1955.0
4109,2021-04-02,58,1955.0
4110,2021-04-03,66,1951.0
4111,2021-04-04,56,1936.0
4112,2021-04-05,53,1930.0
4113,2021-04-06,55,1906.0
4114,2021-04-07,70,1909.0
4115,2021-04-08,53,1903.0
4116,2021-04-09,65,1897.0
4117,2021-04-10,64,1890.0
4118,2021-04-11,55,1886.0
4119,2021-04-12,59,1877.0
4120,2021-04-13,59,1874.0
4121,2021-04-14,67,1884.0
4122,2021-04-15,54,1866.0
4123,2021-04-16,50,1857.0
4124,2021-04-17,62,1847.0
4125,2021-04-18,83,1864.0
4126,2021-04-19,78,1876.0
4127,2021-04-20,58,1870.0
4128,2021-04-21,70,1866.0
4129,2021-04-22,69,1879.0
4130,2021-04-23,70,1875.0
4131,2021-04-24,66,1881.0
4132,2021-04-25,64,1887.0
4133,2021-04-26,70,1897.0
4134,2021-04-27,67,1912.0
4135,2021-04-28,51,1894.0
4136,2021-04-29,46,1886.0
4137,2021-04-30,56,1868.0
4138,2021-05-01,56,1850.0
4139,2021-05-02,57,1849.0
4140,2021-05-03,50,1833.0
4141,2021-05-04,59,1836.0
4142,2021-05-05,58,1841.0
4143,2021-05-06,53,1839.0
4144,2021-05-07,61,1830.0
4145,2021-05-08,63,1840.0
4146,2021-05-09,57,1832.0
4147,2021-05-10,66,1834.0
4148,2021-05-11,72,1851.0
4149,2021-05-12,63,1855.0
4150,2021-05-13,56,1852.0
4151,2021-05-14,55,1840.0
4152,2021-05-15,50,1836.0
4153,2021-05-16,57,1843.0
4154,2021-05-17,68,1849.0
4155,2021-05-18,45,1811.0
4156,2021-05-19,68,1801.0
4157,2021-05-20,66,1809.0
4158,2021-05-21,63,1802.0
4159,2021-05-22,60,1793.0
4160,2021-05-23,49,1772.0
4161,2021-05-24,59,1765.0
4162,2021-05-25,72,1773.0
4163,2021-05-26,57,1760.0
4164,2021-05-27,49,1742.0
4165,2021-05-28,49,1740.0
4166,2021-05-29,60,1754.0
4167,2021-05-30,57,1755.0
4168,2021-05-31,56,1755.0
4169,2021-06-01,44,1742.0
4170,2021-06-02,73,1765.0
4171,2021-06-03,53,1759.0
4172,2021-06-04,70,1771.0
4173,2021-06-05,72,1790.0
4174,2021-06-06,61,1790.0
4175,2021-06-07,62,1789.0
4176,2021-06-08,61,1793.0
4177,2021-06-09,51,1778.0
4178,2021-06-10,56,1762.0
4179,2021-06-11,52,1751.0
4180,2021-06-12,60,1755.0
4181,2021-06-13,62,1762.0
4182,2021-06-14,67,1779.0
4183,2021-06-15,65,1787.0
4184,2021-06-16,64,1783.0
4185,2021-06-17,59,1797.0
4186,2021-06-18,55,1784.0
4187,2021-06-19,46,1764.0
4188,2021-06-20,50,1751.0
4189,2021-06-21,54,1745.0
4190,2021-06-22,45,1741.0
4191,2021-06-23,57,1739.0
4192,2021-06-24,60,1727.0
4193,2021-06-25,65,1735.0
4194,2021-06-26,55,1741.0
4195,2021-06-27,50,1742.0
4196,2021-06-28,68,1750.0
4197,2021-06-29,51,1744.0
4198,2021-06-30,50,1738.0
4199,2021-07-01,55,1749.0
4200,2021-07-02,59,1735.0
4201,2021-07-03,45,1727.0
4202,2021-07-04,62,1719.0
4203,2021-07-05,60,1707.0
4204,2021-07-06,52,1698.0
4205,2021-07-07,44,1680.0
4206,2021-07-08,49,1668.0
4207,2021-07-09,52,1669.0
4208,2021-07-10,49,1662.0
4209,2021-07-11,48,1658.0
4210,2021-07-12,53,1651.0
4211,2021-07-13,47,1636.0
4212,2021-07-14,60,1629.0
4213,2021-07-15,47,1611.0
4214,2021-07-16,41,1588.0
4215,2021-07-17,57,1586.0
4216,2021-07-18,45,1576.0
4217,2021-07-19,50,1580.0
4218,2021-07-20,62,1592.0
4219,2021-07-21,48,1586.0
4220,2021-07-22,29,1570.0
4221,2021-07-23,41,1554.0
4222,2021-07-24,53,1547.0
4223,2021-07-25,53,1535.0
4224,2021-07-26,60,1540.0
4225,2021-07-27,60,1550.0
4226,2021-07-28,46,1528.0
4227,2021-07-29,47,1524.0
4228,2021-07-30,61,1535.0
4229,2021-07-31,60,1540.0
4230,2021-08-01,61,1542.0
4231,2021-08-02,54,1551.0
4232,2021-08-03,45,1534.0
4233,2021-08-04,45,1519.0
4234,2021-08-05,47,1514.0
4235,2021-08-06,42,1512.0
4236,2021-08-07,51,1514.0
4237,2021-08-08,55,1517.0
4238,2021-08-09,63,1531.0
4239,2021-08-10,54,1537.0
4240,2021-08-11,52,1536.0
4241,2021-08-12,50,1539.0
4242,2021-08-13,54,1533.0
4243,2021-08-14,43,1529.0
4244,2021-08-15,56,1544.0
4245,2021-08-16,56,1543.0
4246,2021-08-17,44,1542.0
4247,2021-08-18,46,1538.0
4248,2021-08-19,39,1515.0
4249,2021-08-20,44,1511.0
4250,2021-08-21,50,1532.0
4251,2021-08-22,59,1550.0
4252,2021-08-23,49,1546.0
4253,2021-08-24,56,1549.0
4254,2021-08-25,45,1534.0
4255,2021-08-26,45,1519.0
4256,2021-08-27,50,1523.0
4257,2021-08-28,55,1531.0
4258,2021-08-29,52,1522.0
4259,2021-08-30,54,1516.0
4260,2021-08-31,63,1518.0
4261,2021-09-01,66,1530.0
4262,2021-09-02,64,1549.0
4263,2021-09-03,72,1576.0
4264,2021-09-04,55,1584.0
4265,2021-09-05,51,1593.0
4266,2021-09-06,63,1605.0
4267,2021-09-07,68,1618.0
4268,2021-09-08,61,1616.0
4269,2021-09-09,59,1621.0
4270,2021-09-10,67,1636.0
4271,2021-09-11,44,1630.0
4272,2021-09-12,61,1637.0
4273,2021-09-13,59,1653.0
4274,2021-09-14,51,1648.0
4275,2021-09-15,65,1657.0
4276,2021-09-16,64,1677.0
4277,2021-09-17,58,1689.0
4278,2021-09-18,54,1704.0
4279,2021-09-19,70,1730.0
4280,2021-09-20,49,1729.0
4281,2021-09-21,67,1737.0
4282,2021-09-22,51,1739.0
4283,2021-09-23,63,1746.0
4284,2021-09-24,65,1766.0
4285,2021-09-25,61,1782.0
4286,2021-09-26,82,1814.0
4287,2021-09-27,79,1838.0
4288,2021-09-28,56,1842.0
4289,2021-09-29,66,1854.0
4290,2021-09-30,54,1845.0
4291,2021-10-01,68,1847.0
4292,2021-10-02,63,1846.0
4293,2021-10-03,62,1836.0
4294,2021-10-04,67,1848.0
4295,2021-10-05,80,1877.0
4296,2021-10-06,62,1876.0
4297,2021-10-07,50,1858.0
4298,2021-10-08,47,1844.0
4299,2021-10-09,65,1850.0
4300,2021-10-10,52,1835.0
4301,2021-10-11,54,1845.0
4302,2021-10-12,79,1863.0
4303,2021-10-13,78,1882.0
4304,2021-10-14,66,1897.0
4305,2021-10-15,64,1896.0
4306,2021-10-16,56,1888.0
4307,2021-10-17,67,1897.0
4308,2021-10-18,49,1892.0
4309,2021-10-19,81,1903.0
4310,2021-10-20,75,1929.0
4311,2021-10-21,62,1924.0
4312,2021-10-22,75,1948.0
4313,2021-10-23,58,1943.0
4314,2021-10-24,80,1958.0
4315,2021-10-25,58,1955.0
4316,2021-10-26,70,1943.0
4317,2021-10-27,68,1932.0
4318,2021-10-28,59,1935.0
4319,2021-10-29,59,1928.0
4320,2021-10-30,74,1948.0
4321,2021-10-31,87,1967.0
4322,2021-11-01,73,1977.0
4323,2021-11-02,92,2007.0
4324,2021-11-03,69,2009.0
4325,2021-11-04,86,2015.0
4326,2021-11-05,85,2038.0
4327,2021-11-06,78,2066.0
4328,2021-11-07,73,2092.0
4329,2021-11-08,95,2122.0
4330,2021-11-09,87,2157.0
4331,2021-11-10,84,2187.0
4332,2021-11-11,73,2181.0
4333,2021-11-12,88,2191.0
4334,2021-11-13,85,2210.0
4335,2021-11-14,81,2227.0
4336,2021-11-15,66,2237.0
4337,2021-11-16,81,2251.0
4338,2021-11-17,90,2292.0
4339,2021-11-18,85,2296.0
4340,2021-11-19,83,2304.0
4341,2021-11-20,107,2349.0
4342,2021-11-21,92,2366.0
